Dais_quadrant,tf,tf_adjusted
HE-HC,9.484109754807149e-4,0.162651955405562
HE-HC,6.179263532872459e-5,0.07976289818024435
HE-HC,4.561894291550697e-4,0.13437787148718267
HE-HC,3.0814797037279547e-5,0.06652102467984661
HE-HC,8.315103962440512e-5,0.0861867854737071
HE-HC,1.9630167001526228e-4,0.10783901236648728
HE-HC,1.0059645382011365e-4,0.09057786790650518
HE-HC,7.788480711485947e-4,0.15450402527977472
HE-HC,7.385768813697161e-5,0.0835624142559918
HE-HC,1.8113883337787077e-4,0.10560070012501122
HE-HC,1.1804186801582217e-4,0.09443726153249742
HE-HC,4.695588119966407e-5,0.07424853907237183
HE-HC,1.0679202147840266e-4,0.09200138926208094
HE-HC,1.7005202809461677e-4,0.10387475697202468
HE-HC,2.9298513373540394e-4,0.11971657820341308
HE-HC,1.7934537958205026e-5,0.057759889742052185
HE-HC,6.74990792245171e-5,0.08162249033773739
HE-HC,7.777067823694361e-5,0.08469556963115632
HE-HC,1.1902011554081518e-5,0.05189979399560914
HE-HC,3.260825083310005e-7,0.020302205065625953
HE-HC,1.956495049986003e-5,0.059086175492953155
HE-HC,2.527139439565254e-5,0.06316645019441548
HE-HC,1.9075826737363528e-5,0.058697153664856214
HE-HC,2.2010569312342533e-5,0.06093014828288421
HE-HC,2.2173610566508034e-5,0.06104758630474119
HE-HC,8.254778698399278e-4,0.1568659020068704
HE-HC,1.7853017331122275e-4,0.10520177361958609
HE-HC,4.679283994549857e-5,0.07418118729388862
HE-HC,1.0434640266592015e-5,0.05014831158813396
HE-HC,1.1559624920333967e-4,0.09392281017632081
HE-HC,1.382589835323442e-4,0.0984140171005595
HE-HC,1.7771496704039525e-5,0.05762242429122856
HE-HC,0.0016092171786134873,0.1867108771887676
HE-HC,2.088558465860058e-4,0.10959742933072682
HE-HC,4.597763367467107e-5,0.07384180205895981
HE-HC,3.7042972946401656e-4,0.12727143837604687
HE-HC,1.6141084162384524e-5,0.056193700721919655
HE-HC,1.6141084162384524e-5,0.056193700721919655
HE-HC,1.1086805283254017e-5,0.050947851750341396
HE-HC,3.701036469556856e-5,0.06977795243734453
HE-HC,2.2988816837335534e-5,0.06162538786542918
HE-HC,6.244480034538659e-5,0.07998168971201379
HE-HC,3.391258086642405e-5,0.06820454375221918
HE-HC,1.0206382510760315e-4,0.0909207520476042
HE-HC,6.358608912454509e-6,0.04406866890691745
HE-HC,1.1983532181164268e-4,0.09480954112584265
HE-HC,2.086928053318403e-5,0.06008954793060821
HE-HC,2.483118300940569e-4,0.11465900716878567
HE-HC,3.260825083310005e-6,0.03702168231547162
HE-HC,4.478743251926292e-4,0.133734454626965
HE-HC,6.52165016662001e-7,0.024326847420255537
HE-HC,2.771701320813504e-6,0.035484658845641885
HE-HC,2.5597476903983537e-5,0.06337810104265985
HE-HC,0.00031010446542278144,0.1215035714487107
HE-HC,2.5434435649818036e-5,0.06327252630696374
HE-HC,8.478145216606012e-6,0.04750376872865765
HE-HC,9.537913368681765e-5,0.08932794859367359
HE-HC,8.070542081192261e-5,0.08551808215500144
HE-HC,5.333079423753513e-4,0.13996718293242816
HE-HC,9.456392741599014e-6,0.04887668814822213
HE-HC,1.0777026900339566e-4,0.0922205360453487
HE-HC,1.4021547858233022e-4,0.09877549309850778
HE-HC,1.8749744229032527e-5,0.05843369109086082
HE-HC,8.510753467439113e-5,0.08671135823908102
HE-HC,1.989103300819103e-5,0.05934154723592759
HE-HC,0.0014657408749478471,0.18221648005808005
HE-HC,6.440129539537259e-4,0.14702774962540496
HE-HC,2.024972376735513e-4,0.10871687247876845
HE-HC,2.3477940599832033e-5,0.061964834161589835
HE-HC,6.83142854953446e-5,0.08187855285440253
HE-HC,8.152062708275012e-7,0.025785223944156603
HE-HC,5.217320133296008e-5,0.0763179391147625
HE-HC,7.10859868161581e-5,0.082732618145076
HE-HC,1.5325877891557023e-5,0.055438973157139144
HE-HC,8.990094754685684e-4,0.16039753160104514
HE-HC,0.0010876482065380522,0.16857046671210935
HE-HC,3.228216832476905e-5,0.06733335512191052
HE-HC,1.858670297486703e-5,0.05830068807579245
HE-HC,1.2717217824909018e-5,0.05280469688129844
HE-HC,5.478186139960808e-5,0.07729567542787875
HE-HC,1.1706362049082917e-4,0.09423243505574509
HE-HC,1.9727991754025528e-5,0.05921425133201599
HE-HC,1.0353119639509265e-4,0.09126001187128982
HE-HC,1.6809553304463076e-4,0.10356160329755568
HE-HC,6.52165016662001e-7,0.024326847420255537
HE-HC,4.402113862468507e-6,0.04003703580892733
HE-HC,4.467330364134707e-5,0.07328941490136785
HE-HC,3.146696205394155e-5,0.06688551345131492
HE-HC,6.19556765828901e-5,0.0798177554660281
HE-HC,4.4836344895512564e-4,0.13377254597371846
HE-HC,1.5423702644056322e-4,0.10126260454961596
HE-HC,1.4396542742813672e-4,0.09945803082432624
HE-HC,9.733562873680364e-5,0.08980245556664189
HE-HC,1.4510671620729522e-5,0.05465396397917701
HE-HC,5.0053665028808576e-5,0.07549656182336915
HE-HC,3.423866337475505e-5,0.06837504919012238
HE-HC,0.00021619270302345331,0.11058917014417842
HE-HC,1.5488919145722524e-5,0.05559225218005185
HE-HC,7.509680166862941e-4,0.1530414971281582
HE-HC,1.6189996538634174e-4,0.10255183304665816
HE-HC,1.5472615020305973e-4,0.10134629318962093
HE-HC,2.874417310937769e-4,0.11912140928061964
HE-HC,3.35701942326765e-4,0.12404418427426431
HE-HC,3.374953961225855e-5,0.06811883628718918
HE-HC,3.4678874761001903e-4,0.12510025281678633
HE-HC,1.6304125416550025e-6,0.030896801926637293
HE-HC,3.7499488458065057e-6,0.038396620533250554
HE-HC,2.5189873768569787e-4,0.11508886156437564
HE-HC,8.722707097854263e-5,0.08726968226274198
HE-HC,3.7499488458065057e-6,0.038396620533250554
HE-HC,7.336856437447511e-6,0.04574515736246794
HE-HC,1.0923764029088516e-5,0.05075129563332055
HE-HC,5.201016007879458e-5,0.07625564106842818
HE-HC,2.003777013693998e-4,0.10841881421622443
HE-HC,1.6304125416550024e-7,0.016943400984359792
HE-HC,1.1804186801582217e-4,0.09443726153249742
HE-HC,6.57056254286966e-5,0.08105100183931388
HE-HC,1.253787244532697e-4,0.09593478664189965
HE-HC,1.467371287489502e-6,0.030059019303595367
HE-HC,3.586907591641005e-5,0.06921002030191858
HE-HC,2.005407426235653e-5,0.05946807428915677
HE-HC,1.9271476242362128e-4,0.10732137972295706
HE-HC,1.7934537958205026e-5,0.057759889742052185
HE-HC,5.1031912553801574e-5,0.07587879024778302
HE-HC,3.0602843406864395e-4,0.12108484085656977
HE-HC,5.543402641627008e-6,0.04251902089981851
HE-HC,3.0244152647700297e-4,0.12071293445596247
HE-HC,3.5135390272665303e-4,0.1255278575804659
HE-HC,2.3494244725248586e-4,0.11301520930903833
HE-HC,3.5869075916410053e-6,0.037953867487498766
HE-HC,3.228216832476905e-5,0.06733335512191052
HE-HC,3.5869075916410053e-6,0.037953867487498766
HE-HC,3.260825083310005e-7,0.020302205065625953
HE-HC,7.845545150443872e-4,0.1547985866073031
HE-HC,3.260825083310005e-7,0.020302205065625953
HE-HC,1.0988980530754716e-4,0.09269035766268809
HE-HC,7.157511057865461e-5,0.08288076957466294
HE-HC,3.978206601638206e-5,0.07110522037502573
HE-HC,3.16789156843567e-4,0.12218156804986229
HE-HC,4.891237624965008e-7,0.0225677206925606
HE-HC,1.330416633990482e-4,0.09743123953920706
HE-HC,2.934742574979004e-6,0.03601782042085461
HE-HC,1.6304125416550025e-6,0.030896801926637293
HE-HC,2.168448680401153e-5,0.06069332971435259
HE-HC,2.7880054462300542e-5,0.06480644050365945
HE-HC,1.6304125416550024e-7,0.016943400984359792
HE-HC,1.4543279871562622e-4,0.09972153531475961
HE-HC,1.6304125416550024e-7,0.016943400984359792
HE-HC,9.652042246597615e-5,0.08960560887765855
HE-HC,2.5108353141487038e-5,0.06305986706609726
HE-HC,1.0760722774923015e-5,0.05055255916158635
HE-HC,3.358649835809305e-4,0.12405990011966117
HE-HC,2.9184384495624542e-5,0.06558418046310031
HE-HC,0.0012446569342994289,0.17460668534702195
HE-HC,5.0053665028808576e-5,0.07549656182336915
HE-HC,1.7820409080289177e-4,0.10515160549092119
HE-HC,1.1249846537419516e-5,0.051142282976865835
HE-HC,1.8782352479865627e-4,0.10660391516778589
HE-HC,3.7499488458065057e-6,0.038396620533250554
HE-HC,9.619433995764515e-6,0.0490951728178806
HE-HC,4.891237624965008e-6,0.04115291828466781
HE-HC,3.2119127070603546e-5,0.06724446103700307
HE-HC,1.4918274756143272e-4,0.10038612081944115
HE-HC,1.4950883006976373e-4,0.10044332499026969
HE-HC,3.570603466224455e-5,0.06912780119974224
HE-HC,2.4733358256906387e-4,0.11454097825891232
HE-HC,1.1575929045750518e-5,0.05152498178062445
HE-HC,1.0923764029088516e-5,0.05075129563332055
HE-HC,1.392372310573372e-4,0.09859522435827354
HE-HC,1.5179140762808073e-4,0.10084119371620097
HE-HC,1.2391135316578018e-5,0.05244803145636299
HE-HC,6.34230478703796e-5,0.08030673200272333
HE-HC,4.891237624965008e-7,0.0225677206925606
HE-HC,3.7499488458065057e-6,0.038396620533250554
HE-HC,3.260825083310005e-6,0.03702168231547162
HE-HC,1.940190924569453e-5,0.05895730838047081
HE-HC,1.0059645382011365e-4,0.09057786790650518
HE-HC,0.00027619188455635743,0.11788698964814398
HE-HC,1.923886799152903e-5,0.05882763839450142
HE-HC,1.5651960399888025e-5,0.05574434330981445
HE-HC,8.478145216606012e-6,0.04750376872865765
HE-HC,4.190160232053356e-5,0.07207477987078137
HE-HC,4.581459242050557e-5,0.07377339219746784
HE-HC,5.820572773708359e-5,0.07852803988666869
HE-HC,2.119536304151503e-6,0.03308589016625991
HE-HC,1.304330033324002e-6,0.029149321637499052
HE-HC,2.445618812482504e-6,0.03434456473667879
HE-HC,4.826021123298807e-5,0.07478122483514914
HE-HC,1.7608455449874028e-5,0.05748402355478363
HE-HC,2.3477940599832033e-5,0.061964834161589835
HE-HC,1.1902011554081518e-5,0.05189979399560914
HE-HC,2.592355941231454e-5,0.06358776845073692
HE-HC,6.74990792245171e-5,0.08162249033773739
HE-HC,2.934742574979004e-6,0.03601782042085461
HE-HC,5.820572773708359e-5,0.07852803988666869
HE-HC,1.923886799152903e-5,0.05882763839450142
HE-HC,3.260825083310005e-7,0.020302205065625953
HE-HC,3.260825083310005e-6,0.03702168231547162
HE-HC,3.992880314513101e-4,0.1297871259791931
HE-HC,7.05968630536616e-5,0.08258371136993362
HE-HC,1.7934537958205027e-6,0.03167476604975967
HE-HC,1.8912785483198027e-5,0.058565842042564965
HE-HC,2.5108353141487038e-5,0.06305986706609726
HE-HC,3.423866337475505e-6,0.037495980279912966
HE-HC,1.0972676405338167e-4,0.09265445649817766
HE-HC,2.1847528058177032e-5,0.06081206554959032
HE-HC,6.032526404123509e-6,0.043467504809906334
HE-HC,6.71729967161861e-5,0.08151942516998752
HE-HC,1.5684568650721123e-4,0.10170670077595045
HE-HC,1.8423661720701528e-5,0.05816681995644459
HE-HC,4.467330364134707e-5,0.07328941490136785
HE-HC,4.4021138624685066e-5,0.07300874046833833
HE-HC,1.5293269640723924e-4,0.10103847179302779
HE-HC,1.2717217824909018e-5,0.05280469688129844
HE-HC,4.2879849845526567e-05,0.07251007548545864
HE-HC,1.7722584327789877e-4,0.10500069287723247
HE-HC,5.380361387461508e-6,0.042189125658598524
HE-HC,1.4347630366564021e-5,0.054493070442543555
HE-HC,1.1249846537419516e-5,0.051142282976865835
HE-HC,1.5488919145722524e-5,0.05559225218005185
HE-HC,4.891237624965008e-7,0.0225677206925606
HE-HC,2.771701320813504e-6,0.035484658845641885
HE-HC,3.260825083310005e-6,0.03702168231547162
HE-HC,9.635738121181064e-5,0.0895660922034302
HE-HC,2.2320347695256983e-4,0.11151385581580286
HE-HC,1.6026955284468674e-4,0.1022813671680868
HE-HC,5.380361387461508e-6,0.042189125658598524
HE-HC,2.6412683174811038e-5,0.06389864468788103
HE-HC,3.570603466224455e-5,0.06912780119974224
HE-HC,7.010773929116511e-6,0.045205746533470585
HE-HC,2.152144554984603e-5,0.0605739322133793
HE-HC,3.0488714528948545e-5,0.06633663857266676
HE-HC,8.244996223149347e-4,0.1568173778750813
HE-HC,1.7934537958205027e-6,0.03167476604975967
HE-HC,5.1194953807967075e-5,0.07594196733145786
HE-HC,4.3858097370519565e-5,0.07293809212354342
HE-HC,6.52165016662001e-4,0.1475110825616389
HE-HC,2.934742574979004e-6,0.03601782042085461
HE-HC,6.84773267495101e-6,0.044929060079623905
HE-HC,5.6086191432932086e-5,0.07777168508162896
HE-HC,2.8858301987293544e-5,0.06539219301542058
HE-HC,1.5358486142390122e-4,0.10115071402500128
HE-HC,2.8532219478962542e-5,0.06519859546870481
HE-HC,5.217320133296008e-6,0.04185175694855849
HE-HC,5.412969638294608e-5,0.07705452325628426
HE-HC,1.0760722774923015e-5,0.05055255916158635
HE-HC,1.5488919145722524e-5,0.05559225218005185
HE-HC,1.0825939276589217e-4,0.09232955850051477
HE-HC,2.2173610566508034e-5,0.06104758630474119
HE-HC,7.581418318695762e-5,0.0841343958302107
HE-HC,2.119536304151503e-6,0.03308589016625991
HE-HC,5.494490265377358e-5,0.07735563167577676
HE-HC,3.260825083310005e-7,0.020302205065625953
HE-HC,1.956495049986003e-6,0.032402083762146726
HE-HC,1.7608455449874028e-5,0.05748402355478363
HE-HC,2.9673508258121044e-5,0.06586921060033132
HE-HC,1.1412887791585017e-6,0.028151244772966422
HE-HC,2.820613697063154e-5,0.06500335568485072
HE-HC,1.382589835323442e-4,0.0984140171005595
HE-HC,4.402113862468507e-6,0.04003703580892733
HE-HC,8.152062708275012e-7,0.025785223944156603
HE-HC,2.152144554984603e-5,0.0605739322133793
HE-HC,7.434681189946812e-5,0.08370644976323824
HE-HC,6.11404703120626e-5,0.07954239327156787
HE-HC,1.4999795383226023e-5,0.05512876252105834
HE-HC,1.5651960399888025e-5,0.05574434330981445
HE-HC,3.6977756444735453e-4,0.127212937686469
HE-HC,1.2277006438662168e-4,0.09540994008067998
HE-HC,7.010773929116511e-6,0.045205746533470585
HE-HC,2.2613821952754883e-4,0.1118945657460729
HE-HC,2.021711551652203e-5,0.05959384333006526
HE-HC,6.71729967161861e-5,0.08151942516998752
HE-HC,1.7608455449874028e-5,0.05748402355478363
HE-HC,8.820531850353563e-5,0.08752399288806319
HE-HC,6.52165016662001e-6,0.04436073884676246
HE-HC,1.304330033324002e-6,0.029149321637499052
HE-HC,8.575969969105313e-5,0.08688423435110142
